age	ethnicity	gender	img_name
1	3	0	20161220222459155.jpg.chip.jpg
1	3	0	20161220222642427.jpg.chip.jpg
1	3	0	20161220222711441.jpg.chip.jpg
1	3	0	20161220222945883.jpg.chip.jpg
1	4	0	20161221192555965.jpg.chip.jpg
1	3	0	20161220223014827.jpg.chip.jpg
1	3	0	20161220223225003.jpg.chip.jpg
1	3	0	20161220223247506.jpg.chip.jpg
1	3	0	20161220223250813.jpg.chip.jpg
1	3	0	20170104230640081.jpg.chip.jpg
1	4	0	20161219195147803.jpg.chip.jpg
1	4	0	20161221192548675.jpg.chip.jpg
1	4	0	20161221192552629.jpg.chip.jpg
1	3	0	20161220223100579.jpg.chip.jpg
1	3	0	20161220221723490.jpg.chip.jpg
1	4	0	20161221195827599.jpg.chip.jpg
